id,A1,A2,A3,A4,A6,A8,A10,A12,A13,A15,A17,A18,A19,A21,A22,A23,A25,A27,B1,B2,B3,B6,B8,B12,B13,B14,A5_A7,A5_A9,A5_A11,A5_A14,A5_A16,A5_A20-start,A5_A20-end,A5_A24,A5_A26,A5_A28-start,A5_A28-end,A5_B4-start,A5_B4-end,A5_B5,A5_B7,A5_B9-start,A5_B9-end,A5_B10-start,A5_B10-end,A5_B11-start,A5_B11-end,A7_A9,A7_A11,A7_A14,A7_A16,A7_A20-start,A7_A20-end,A7_A24,A7_A26,A7_A28-start,A7_A28-end,A7_B4-start,A7_B4-end,A7_B5,A7_B7,A7_B9-start,A7_B9-end,A7_B10-start,A7_B10-end,A7_B11-start,A7_B11-end,A9_A11,A9_A14,A9_A16,A9_A20-start,A9_A20-end,A9_A24,A9_A26,A9_A28-start,A9_A28-end,A9_B4-start,A9_B4-end,A9_B5,A9_B7,A9_B9-start,A9_B9-end,A9_B10-start,A9_B10-end,A9_B11-start,A9_B11-end,A11_A14,A11_A16,A11_A20-start,A11_A20-end,A11_A24,A11_A26,A11_A28-start,A11_A28-end,A11_B4-start,A11_B4-end,A11_B5,A11_B7,A11_B9-start,A11_B9-end,A11_B10-start,A11_B10-end,A11_B11-start,A11_B11-end,A14_A16,A14_A20-start,A14_A20-end,A14_A24,A14_A26,A14_A28-start,A14_A28-end,A14_B4-start,A14_B4-end,A14_B5,A14_B7,A14_B9-start,A14_B9-end,A14_B10-start,A14_B10-end,A14_B11-start,A14_B11-end,A16_A20-start,A16_A20-end,A16_A24,A16_A26,A16_A28-start,A16_A28-end,A16_B4-start,A16_B4-end,A16_B5,A16_B7,A16_B9-start,A16_B9-end,A16_B10-start,A16_B10-end,A16_B11-start,A16_B11-end,A20-start_A24,A20-endA24,A20-start_A26,A20-endA26,A20-start_A28-start,A20-endA28-start,A20-start_A28-end,A20-endA28-end,A20-start_B4-start,A20-endB4-start,A20-start_B4-end,A20-endB4-end,A20-start_B5,A20-endB5,A20-start_B7,A20-endB7,A20-start_B9-start,A20-endB9-start,A20-start_B9-end,A20-endB9-end,A20-start_B10-start,A20-endB10-start,A20-start_B10-end,A20-endB10-end,A20-start_B11-start,A20-endB11-start,A20-start_B11-end,A20-endB11-end,A24_A26,A24_A28-start,A24_A28-end,A24_B4-start,A24_B4-end,A24_B5,A24_B7,A24_B9-start,A24_B9-end,A24_B10-start,A24_B10-end,A24_B11-start,A24_B11-end,A26_A28-start,A26_A28-end,A26_B4-start,A26_B4-end,A26_B5,A26_B7,A26_B9-start,A26_B9-end,A26_B10-start,A26_B10-end,A26_B11-start,A26_B11-end,A28-start_B4-start,A28-endB4-start,A28-start_B4-end,A28-endB4-end,A28-start_B5,A28-endB5,A28-start_B7,A28-endB7,A28-start_B9-start,A28-endB9-start,A28-start_B9-end,A28-endB9-end,A28-start_B10-start,A28-endB10-start,A28-start_B10-end,A28-endB10-end,A28-start_B11-start,A28-endB11-start,A28-start_B11-end,A28-endB11-end,B4-start_B5,B4-endB5,B4-start_B7,B4-endB7,B4-start_B9-start,B4-endB9-start,B4-start_B9-end,B4-endB9-end,B4-start_B10-start,B4-endB10-start,B4-start_B10-end,B4-endB10-end,B4-start_B11-start,B4-endB11-start,B4-start_B11-end,B4-endB11-end,B5_B7,B5_B9-start,B5_B9-end,B5_B10-start,B5_B10-end,B5_B11-start,B5_B11-end,B7_B9-start,B7_B9-end,B7_B10-start,B7_B10-end,B7_B11-start,B7_B11-end,B9-start_B10-start,B9-endB10-start,B9-start_B10-end,B9-endB10-end,B9-start_B11-start,B9-endB11-start,B9-start_B11-end,B9-endB11-end,B10-start_B11-start,B10-endB11-start,B10-start_B11-end,B10-endB11-end,y
sample_696,300,0.0,405.0,700,30.0,0.0,101,103,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,0,72,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,45000,45000,50400,50400,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,46800,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,43200,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,39600,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,36000,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,113400,109800,113400,109800,118800,115200,118800,115200,122400,118800,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,32400,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,28800,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,115200,111600,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,7200,7200,12600,12600,18000,18000,21600,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,5400,86400,9000,90000,0.925
sample_1512,300,0.0,405.0,700,22.0,0.0,100,101,0.2,104.0,105.0,0.2,300,60.0,10.0,5.0,0,75,320.0,3.5,3.5,60,45.0,800.0,0.15,400,0,5400,9000,12600,16200,16200,18000,19800,21600,23400,27000,27000,30600,30600,46800,46800,52200,54000,59400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,12600,14400,16200,18000,21600,21600,25200,25200,41400,41400,46800,48600,54000,0,0,3600,7200,7200,9000,10800,12600,14400,18000,18000,21600,21600,37800,37800,43200,45000,50400,0,0,3600,3600,5400,7200,9000,10800,14400,14400,18000,18000,34200,34200,39600,41400,46800,0,0,0,1800,3600,5400,7200,10800,10800,14400,14400,30600,30600,36000,37800,43200,0,0,90000,88200,91800,90000,93600,91800,97200,95400,97200,95400,100800,99000,100800,99000,117000,115200,117000,115200,122400,120600,124200,122400,129600,127800,0,0,0,0,1800,3600,7200,7200,10800,10800,27000,27000,32400,34200,39600,0,0,1800,5400,5400,9000,9000,25200,25200,30600,32400,37800,0,0,90000,86400,93600,90000,93600,90000,109800,106200,109800,106200,115200,111600,117000,113400,122400,118800,0,0,0,0,90000,86400,106200,102600,106200,102600,111600,108000,113400,109800,118800,115200,0,0,0,0,16200,16200,21600,23400,28800,0,0,0,5400,7200,12600,0,0,93600,88200,99000,93600,0,0,0,0,0,0,0,0,0.902
sample_762,300,0.0,405.0,700,30.0,0.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,50400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,43200,0,0,0,0,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,39600,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,36000,0,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,32400,0,0,0,0,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,118800,115200,0,0,0,0,0,0,0,0,3600,3600,7200,7200,10800,10800,18000,18000,28800,0,0,0,0,0,3600,3600,7200,7200,14400,14400,25200,0,0,0,0,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,111600,108000,0,0,0,0,0,0,0,0,90000,86400,97200,93600,97200,93600,108000,104400,0,0,0,0,0,0,0,0,7200,7200,18000,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943
sample_1102,300,0.0,405.0,700,28.0,0.0,100,102,0.2,104.0,104.0,0.2,300,50.0,10.0,5.0,0,78,340.0,3.5,3.5,65,45.0,800.0,0.15,440,0,5400,9000,12600,16200,27000,28800,30600,32400,57600,61200,61200,66600,66600,77400,77400,82800,86400,91800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,21600,23400,25200,27000,52200,55800,55800,61200,61200,72000,72000,77400,81000,86400,0,0,3600,7200,18000,19800,21600,23400,48600,52200,52200,57600,57600,68400,68400,73800,77400,82800,0,0,3600,14400,16200,18000,19800,45000,48600,48600,54000,54000,64800,64800,70200,73800,79200,0,0,10800,12600,14400,16200,41400,45000,45000,50400,50400,61200,61200,66600,70200,75600,0,0,90000,88200,91800,90000,117000,115200,120600,118800,120600,118800,126000,124200,126000,124200,136800,135000,136800,135000,142200,140400,145800,144000,151200,149400,0,0,0,0,1800,27000,30600,30600,36000,36000,46800,46800,52200,55800,61200,0,0,25200,28800,28800,34200,34200,45000,45000,50400,54000,59400,0,0,90000,86400,95400,91800,95400,91800,106200,102600,106200,102600,111600,108000,115200,111600,120600,117000,0,0,0,0,5400,86400,16200,97200,16200,97200,21600,102600,25200,106200,30600,111600,0,0,0,0,10800,10800,16200,19800,25200,0,0,0,5400,9000,14400,0,0,95400,90000,100800,95400,0,0,0,0,0,0,0,0,0.961
sample_264,300,0.0,405.0,700,30.0,0.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,46800,0,0,0,0,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,43200,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,39600,0,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,36000,0,0,0,0,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,122400,118800,0,0,0,0,0,0,0,0,3600,3600,7200,7200,10800,10800,18000,18000,32400,0,0,0,0,0,3600,3600,7200,7200,14400,14400,28800,0,0,0,0,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,115200,111600,0,0,0,0,0,0,0,0,90000,86400,97200,93600,97200,93600,111600,108000,0,0,0,0,0,0,0,0,7200,7200,21600,0,0,0,0,0,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93
sample_1799,300,0.0,405.0,700,29.0,0.0,101,102,0.2,103.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,45000,45000,50400,50400,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,46800,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,43200,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,39600,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,36000,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,113400,109800,113400,109800,118800,115200,118800,115200,122400,118800,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,32400,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,28800,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,115200,111600,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,7200,7200,12600,12600,18000,18000,21600,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,91800,86400,95400,90000,0.913
sample_847,300,125.0,0.0,980,21.0,0.0,100,102,0.2,103.0,104.0,0.2,300,50.0,9.0,5.0,0,78,300.0,3.5,3.5,60,40.0,800.0,0.15,400,0,5400,9000,12600,16200,28800,30600,31200,33000,54000,57600,57600,61200,61200,82800,86400,91800,93600,99000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,23400,25200,25800,27600,48600,52200,52200,55800,55800,77400,81000,86400,88200,93600,0,0,3600,7200,19800,21600,22200,24000,45000,48600,48600,52200,52200,73800,77400,82800,84600,90000,0,0,3600,16200,18000,18600,20400,41400,45000,45000,48600,48600,70200,73800,79200,81000,86400,0,0,12600,14400,15000,16800,37800,41400,41400,45000,45000,66600,70200,75600,77400,82800,0,0,88800,87000,90600,88800,111600,109800,115200,113400,115200,113400,118800,117000,118800,117000,140400,138600,144000,142200,149400,147600,151200,149400,156600,154800,0,0,0,0,1800,22800,26400,26400,30000,30000,51600,55200,60600,62400,67800,0,0,21000,24600,24600,28200,28200,49800,53400,58800,60600,66000,0,0,3600,86400,7200,90000,7200,90000,28800,111600,32400,115200,37800,120600,39600,122400,45000,127800,0,0,0,0,90000,86400,111600,108000,115200,111600,120600,117000,122400,118800,127800,124200,0,0,0,0,21600,25200,30600,32400,37800,0,0,3600,9000,10800,16200,0,0,93600,88200,99000,93600,0,0,0,0,0,0,0,0,0.902
sample_784,300,0.0,405.0,700,30.0,0.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,50400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,43200,0,0,0,0,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,39600,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,36000,0,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,32400,0,0,0,0,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,118800,115200,0,0,0,0,0,0,0,0,3600,3600,7200,7200,10800,10800,18000,18000,28800,0,0,0,0,0,3600,3600,7200,7200,14400,14400,25200,0,0,0,0,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,111600,108000,0,0,0,0,0,0,0,0,90000,86400,97200,93600,97200,93600,108000,104400,0,0,0,0,0,0,0,0,7200,7200,18000,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943
sample_1692,300,0.0,405.0,700,29.0,0.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,86400,86400,91800,91800,97200,97200,100800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,79200,79200,84600,84600,90000,90000,93600,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,75600,75600,81000,81000,86400,86400,90000,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,72000,72000,77400,77400,82800,82800,86400,0,3600,3600,7200,7200,10800,10800,14400,14400,68400,68400,73800,73800,79200,79200,82800,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,154800,151200,154800,151200,160200,156600,160200,156600,165600,162000,165600,162000,169200,165600,3600,3600,7200,7200,10800,10800,64800,64800,70200,70200,75600,75600,79200,0,3600,3600,7200,7200,61200,61200,66600,66600,72000,72000,75600,90000,86400,93600,90000,93600,90000,147600,144000,147600,144000,153000,149400,153000,149400,158400,154800,158400,154800,162000,158400,90000,86400,144000,140400,144000,140400,149400,145800,149400,145800,154800,151200,154800,151200,158400,154800,54000,54000,59400,59400,64800,64800,68400,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,91800,86400,95400,90000,0.902
sample_1853,300,0.0,405.0,700,29.0,0.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,45000,45000,50400,50400,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,46800,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,43200,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,39600,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,36000,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,113400,109800,113400,109800,118800,115200,118800,115200,122400,118800,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,32400,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,28800,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,115200,111600,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,7200,7200,12600,12600,18000,18000,21600,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,91800,86400,95400,90000,0.902
sample_1909,300,0.0,405.0,700,29.0,0.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,72,320.0,3.5,3.5,78,45.0,1200.0,0.15,420,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,45000,45000,50400,50400,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,46800,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,43200,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,39600,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,36000,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,113400,109800,113400,109800,118800,115200,118800,115200,122400,118800,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,32400,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,28800,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,115200,111600,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,7200,7200,12600,12600,18000,18000,21600,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,91800,86400,95400,90000,0.923
sample_772,300,0.0,405.0,700,30.0,0.0,103,104,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,46800,0,0,0,0,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,43200,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,39600,0,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,36000,0,0,0,0,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,122400,118800,0,0,0,0,0,0,0,0,3600,3600,7200,7200,10800,10800,18000,18000,32400,0,0,0,0,0,3600,3600,7200,7200,14400,14400,28800,0,0,0,0,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,115200,111600,0,0,0,0,0,0,0,0,90000,86400,97200,93600,97200,93600,111600,108000,0,0,0,0,0,0,0,0,7200,7200,21600,0,0,0,0,0,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93
sample_52,300,0.0,405.0,700,18.0,0.0,100,103,0.2,104.0,105.0,0.2,300,50.0,9.0,5.0,0,77,350.0,3.5,3.5,69,46.0,800.0,0.15,400,0,3600,7200,10800,14400,15600,17400,19200,21000,21000,25200,25200,28800,28800,34200,34200,39600,41400,46800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,12000,13800,15600,17400,17400,21600,21600,25200,25200,30600,30600,36000,37800,43200,0,0,3600,7200,8400,10200,12000,13800,13800,18000,18000,21600,21600,27000,27000,32400,34200,39600,0,0,3600,4800,6600,8400,10200,10200,14400,14400,18000,18000,23400,23400,28800,30600,36000,0,0,1200,3000,4800,6600,6600,10800,10800,14400,14400,19800,19800,25200,27000,32400,0,0,90000,88200,91800,90000,91800,90000,96000,94200,96000,94200,99600,97800,99600,97800,105000,103200,105000,103200,110400,108600,112200,110400,117600,115800,0,0,0,0,1800,1800,6000,6000,9600,9600,15000,15000,20400,22200,27600,0,0,0,4200,4200,7800,7800,13200,13200,18600,20400,25800,0,0,90600,86400,94200,90000,94200,90000,99600,95400,99600,95400,105000,100800,106800,102600,112200,108000,0,0,0,0,90000,86400,95400,91800,95400,91800,100800,97200,102600,99000,108000,104400,0,0,0,0,5400,5400,10800,12600,18000,0,0,0,5400,7200,12600,0,0,7200,88200,12600,93600,0,0,0,0,0,0,0,0,0.902
sample_1583,300,0.0,405.0,700,20.0,0.0,100,106,0.2,107.0,107.0,0.2,300,50.0,9.0,5.0,0,73,350.0,3.5,3.5,69,45.0,800.0,0.15,420,0,3600,7200,10800,14400,14400,16200,18000,19800,19800,23400,23400,27000,27000,34200,34200,39000,40200,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,12600,14400,16200,16200,19800,19800,23400,23400,30600,30600,35400,36600,41400,0,0,3600,7200,7200,9000,10800,12600,12600,16200,16200,19800,19800,27000,27000,31800,33000,37800,0,0,3600,3600,5400,7200,9000,9000,12600,12600,16200,16200,23400,23400,28200,29400,34200,0,0,0,1800,3600,5400,5400,9000,9000,12600,12600,19800,19800,24600,25800,30600,0,0,90000,88200,91800,90000,91800,90000,95400,93600,95400,93600,99000,97200,99000,97200,106200,104400,106200,104400,111000,109200,112200,110400,117000,115200,0,0,0,0,1800,1800,5400,5400,9000,9000,16200,16200,21000,22200,27000,0,0,0,3600,3600,7200,7200,14400,14400,19200,20400,25200,0,0,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,105600,102000,106800,103200,111600,108000,0,0,0,0,90000,86400,97200,93600,97200,93600,102000,98400,103200,99600,108000,104400,0,0,0,0,7200,7200,12000,13200,18000,0,0,0,4800,6000,10800,0,0,92400,87600,97200,92400,0,0,0,0,0,0,0,0,0.947
sample_494,300,0.0,405.0,700,21.0,0.0,100,102,0.2,104.0,105.0,0.2,300,50.0,9.0,5.0,0,78,350.0,3.5,3.5,65,45.0,800.0,0.15,400,0,5400,9000,12600,16200,18000,19800,21600,23400,39600,43200,100800,104400,104400,111600,117000,122400,124200,129600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,12600,14400,16200,18000,34200,37800,95400,99000,99000,106200,111600,117000,118800,124200,0,0,3600,7200,9000,10800,12600,14400,30600,34200,91800,95400,95400,102600,108000,113400,115200,120600,0,0,3600,5400,7200,9000,10800,27000,30600,88200,91800,91800,99000,104400,109800,111600,117000,0,0,1800,3600,5400,7200,23400,27000,84600,88200,88200,95400,100800,106200,108000,113400,0,0,90000,88200,91800,90000,108000,106200,111600,109800,169200,167400,172800,171000,172800,171000,180000,178200,185400,183600,190800,189000,192600,190800,198000,196200,0,0,0,0,1800,18000,21600,79200,82800,82800,90000,95400,100800,102600,108000,0,0,16200,19800,77400,81000,81000,88200,93600,99000,100800,106200,0,0,61200,57600,64800,61200,64800,61200,72000,68400,77400,73800,82800,79200,84600,81000,90000,86400,0,0,0,0,90000,86400,97200,93600,102600,99000,108000,104400,109800,106200,115200,111600,0,0,0,0,7200,12600,18000,19800,25200,0,0,5400,10800,12600,18000,0,0,93600,88200,99000,93600,0,0,0,0,0,0,0,0,0.902
sample_602,300,0.0,405.0,700,22.0,0.0,101,102,0.2,104.0,107.0,0.2,200,50.0,3.5,5.0,0,77,340.0,3.5,3.5,70,45.0,800.0,0.15,400,0,7200,10800,14400,18000,18000,21600,21600,23400,23400,27000,27000,34200,34200,37800,37800,45000,46800,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,16200,16200,19800,19800,27000,27000,30600,30600,37800,39600,46800,0,0,3600,7200,7200,10800,10800,12600,12600,16200,16200,23400,23400,27000,27000,34200,36000,43200,0,0,3600,3600,7200,7200,9000,9000,12600,12600,19800,19800,23400,23400,30600,32400,39600,0,0,0,3600,3600,5400,5400,9000,9000,16200,16200,19800,19800,27000,28800,36000,0,0,90000,86400,91800,88200,91800,88200,95400,91800,95400,91800,102600,99000,102600,99000,106200,102600,106200,102600,113400,109800,115200,111600,122400,118800,0,0,0,0,1800,1800,5400,5400,12600,12600,16200,16200,23400,25200,32400,0,0,0,3600,3600,10800,10800,14400,14400,21600,23400,30600,0,0,90000,86400,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,109800,106200,117000,113400,0,0,0,0,93600,86400,97200,90000,97200,90000,104400,97200,106200,99000,113400,106200,0,0,0,0,3600,3600,10800,12600,19800,0,0,0,7200,9000,16200,0,0,9000,1800,16200,9000,0,0,0,0,0,0,0,0,0.902
